5577.14,33684.35,832.42,14929.15
9168.10,37674.11,716.26,21124.29
3243.63,48913.34,246.36,17155.33
4693.45,28233.52,919.83,13984.56
7799.96,19533.04,840.28,17779.22
3059.18,40783.38,954.82,17495.61
1692.82,17187.45,753.15,6763.67
3607.76,24753.71,652.07,13670.95
2450.99,8530.54,476.42,4502.09
9367.28,6140.78,939.46,7107.00
8273.08,48319.18,879.46,20722.22
6700.63,42619.11,140.70,15423.99
8843.15,36318.84,123.73,18611.02
8233.05,23402.88,438.82,15041.38
2679.13,12798.24,829.50,10322.18
9033.03,12039.67,988.55,13302.41
5854.08,16260.93,235.38,10083.73
8266.96,29715.20,634.72,18687.73
9064.82,37156.82,442.80,15519.74
3862.03,34708.88,972.92,15109.13
1990.47,17597.03,857.91,9381.78
3051.42,47968.94,854.50,14895.00
4843.97,38205.36,521.82,18619.84
8362.13,29945.93,473.34,17786.40
8746.58,32527.43,346.07,17362.97
1062.57,23882.00,150.74,9866.88
5596.73,16147.89,878.25,15115.49
4756.70,21018.77,831.61,11616.79
2998.97,39103.07,999.75,15716.35
2078.79,5647.71,996.97,3480.32
4038.54,10223.27,599.89,5561.16
9486.19,7070.12,792.09,13166.58
3908.83,6832.80,950.29,4592.67
5669.12,43495.73,864.68,18980.87
7327.17,36664.60,322.61,17103.98
4272.67,26337.82,505.49,13212.74
9746.04,9402.54,216.24,12842.89
9662.03,27122.71,958.65,19854.39
3266.04,26306.23,645.56,10414.12
5475.24,12794.08,305.78,8631.34
3707.90,24523.32,704.53,9355.54
3563.56,22932.71,656.32,9797.23
1331.98,32713.25,422.35,12363.08
6486.08,33579.21,202.20,17798.40
5524.11,7038.68,704.42,5843.93
1463.31,21857.57,568.28,10272.68
3507.82,33163.70,795.09,16487.23
9174.39,27641.13,568.15,18084.49
3156.06,43542.04,866.96,20374.14
2304.05,34641.21,596.72,11539.47
5405.07,12332.05,604.84,6628.94
9870.85,8175.59,888.99,8710.75
3178.50,33908.87,463.13,16540.14
7049.22,6193.01,220.61,9913.23
7854.58,31359.90,125.90,16760.36
3138.74,47310.36,779.62,18252.36
7553.95,30896.34,658.28,14460.84
4310.05,22467.65,733.67,16132.44
6690.75,33947.97,291.67,16888.93
6701.77,25621.38,222.73,14327.12
5821.97,29552.76,113.09,15870.44
1812.61,47365.92,415.53,17362.50
8517.72,22374.62,630.93,15515.31
3887.02,48253.58,453.02,16882.34
2678.67,45740.78,493.73,17626.72
1366.98,13810.60,913.74,9976.37
6318.04,8121.26,413.43,11287.54
7098.08,9535.01,562.59,13010.46
1149.29,5819.98,805.29,2558.85
5608.84,9249.93,456.89,6325.88
3038.46,35735.30,659.88,13822.05
6806.56,8203.49,876.13,9419.10
2569.30,19353.90,954.57,11093.29
7218.44,43019.39,232.37,16432.88
4480.62,6047.24,933.93,9625.49
9430.57,41651.08,542.90,21384.57
2237.69,17683.46,332.42,6957.71
4069.60,10317.42,513.22,5248.92
2021.26,36353.17,982.03,10245.12
9322.24,33302.43,543.36,20735.58
8896.05,44486.24,395.88,22098.69
3321.47,38078.20,670.06,12446.07
6939.86,41156.64,316.13,16448.40
8355.00,17691.56,168.28,12602.10
5996.81,12984.78,215.99,12998.54
5766.86,38777.66,215.24,16667.79
3176.67,41307.56,236.71,12646.59
1837.92,49572.73,224.94,16496.93
9074.94,23567.80,676.79,15446.78
9103.76,21740.81,263.69,9872.11
6697.91,39938.58,411.10,18385.49
4051.27,20336.16,907.11,9997.68
4142.89,46884.08,526.57,19706.86
7533.60,43628.57,700.80,24231.32
9073.99,24304.73,255.09,18254.66
8983.78,38789.20,273.06,19729.62
8018.88,38954.43,136.78,17099.80
